Medium engine (mid frequency),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/--65x-naOz0.wav
Bird,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/--AErD4Wx6c.wav
Chainsaw,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/--Jcz_RawUA.wav
"Bee, wasp, etc.",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/--Lj4Y_96f0.wav
Water,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/--OBFOUWZi0.wav
Vehicle,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/--Xn_Zfv9sQ.wav
Brass instrument,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-03zXkZGcs4.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-1bchAh0bCk.wav
Pump (liquid),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-2NNI-DKgkI.wav
Honk,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-2RpdYJ86O8.wav
Cymbal,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-2sqUtkhKkw.wav
Fowl,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-3Qyf1jECX0.wav
Scratching (performance technique),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-3nUM6ZBUOY.wav
Sneeze,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-4B1PkgXOMI.wav
Wind,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-4QhQXNiq5s.wav
Clarinet,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-4pBBl8pMgQ.wav
"Chewing, mastication",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-4wthmfwlwQ.wav
Cello,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-516tRoxniU.wav
"Marimba, xylophone",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-5WvppY3nIY.wav
"Inside, small room",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-5c_jfqIhLw.wav
Motor vehicle (road),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-69VEDZUngM.wav
Motorcycle,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-7rZwMK6uSs.wav
Meow,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-7x3M4faMEs.wav
Tick-tock,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-8CRejl_gzU.wav
Spray,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-8e_XWo_ROo.wav
Vehicle,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-99iVC2KPJo.wav
Cello,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-9a2vOEgCOI.wav
Aircraft,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-AQMWVBPjLw.wav
"Bee, wasp, etc.",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-AX4UT8h78Y.wav
"Outside, urban or manmade",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-BOQfm7umN0.wav
Stream,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-BaMFLQMRWg.wav
Scratching (performance technique),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-BxGYQqm2Es.wav
"Bird vocalization, bird call, bird song",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-C80lzdrZDw.wav
Truck,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-C9jCS3Vb9c.wav
Siren,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-CQ3qyRIGGw.wav
Flute,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-CdddXvVQwM.wav
Animal,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-CirKYqIfgI.wav
"Motorboat, speedboat",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-ClI_kmWGKI.wav
Ringtone,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Cmr5364l1Y.wav
Aircraft engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-DAkCOg9QT4.wav
Accordion,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-DyUk5OFUJ0.wav
Frying (food),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-EDRNpIlIwo.wav
"Beep, bleep",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-EcHYnFsGkw.wav
"Beep, bleep",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Ehq-x_csng.wav
Fowl,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-FLEmLBKkNg.wav
Truck,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-GBL0VD7oaA.wav
Organ,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-GpNezDVE7g.wav
Chainsaw,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-HDFlW6kofA.wav
"Walk, footsteps",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-HnhA4dKbGQ.wav
Clarinet,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-I1EMqSJJbE.wav
Cat,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-I4mBa4oMYU.wav
Chainsaw,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-IBinZS3e2I.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Ia8Lhbgioc.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-J2QlBFA5fk.wav
Cello,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-J57NjiVwW4.wav
Tabla,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Jcx6Bjt4Pw.wav
Rain,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-KU3Ju1Um4I.wav
Insect,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-KVrHjbwy5M.wav
Fowl,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-L_xGAyM_Qw.wav
"Whack, thwack",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Lf_Ofsz-tk.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-M5n8vh6aIc.wav
Bark,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-MJ1Vr7l84w.wav
Car,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-MVerFkhIUs.wav
Arrow,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-MnQ4IjEreg.wav
Music,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-N-5_fK6EMM.wav
Applause,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-PJMZUk0qjs.wav
Drum,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-PN0FyUJTig.wav
Fowl,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-PvzqA9aLJE.wav
"Subway, metro, underground",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Q2vef--Blw.wav
Music,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-QVO0p4jbho.wav
Music,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Qeg1Ni9zJs.wav
Wind,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Qm9qNsV990.wav
Siren,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-R1kNV61yP0.wav
"Beep, bleep",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-RMHRmd5utQ.wav
Cymbal,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-RNuOefO5-M.wav
Cat,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-RP1-cUHLT8.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-SamxF9DEf0.wav
"Bird vocalization, bird call, bird song",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Sm1of7skTk.wav
Sink (filling or washing),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-SxC_hWxr8E.wav
Goat,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-T2U9mAuyEo.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-T8UyKm0mSY.wav
Fowl,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-TcACJY_rh8.wav
Water,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-UNUYf9Y-4Q.wav
"Canidae, dogs, wolves",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-VbuWn-f52s.wav
Spray,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-W9piXo0PkQ.wav
Duck,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-WGTzdNG8yg.wav
Music,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-WHF0k_RFHU.wav
Harmonica,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-WOy308bCJ0.wav
"Beep, bleep",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-WfVfhKcZAo.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-WmqE-i-A04.wav
Chime,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-X8O7oFvSNo.wav
Tabla,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-XPgaXTF6M8.wav
Oink,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Xw_cqwVJNs.wav
Vehicle,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Y1n_bSOPQk.wav
Fowl,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Y2y54AN6ZQ.wav
Applause,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-YKCuLVqIWQ.wav
Scratching (performance technique),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-YN84Q2_jg4.wav
Toilet flush,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-YkIP4iqElA.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-YtjA3_xSXU.wav
Truck,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-Z0eqhvwZfw.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-ZHfICVRLLM.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-ZZb6k2CKKA.wav
"Race car, auto racing",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-ZsE-OuHiVI.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-_OPiq-Tc9Q.wav
Stream,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-_ovBkOEp6o.wav
Crowd,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-aJ6iKNUP6Y.wav
Electric guitar,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-aSbX1i3OCQ.wav
Keyboard (musical),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-acTqbNn_sg.wav
Car,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-au-gKBIqRk.wav
Bark,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-bVfRhfALDw.wav
Explosion,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-bX-ZihsRtQ.wav
Cough,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-bZrDCS8KAg.wav
"Baby cry, infant cry",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-bnjqdi3nDE.wav
Motor vehicle (road),/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-c6oSYubBD0.wav
Music,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-cRjlU1MFnc.wav
Drum,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-d3g5mHVhRg.wav
"Outside, urban or manmade",/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-dOYOA8FGjo.wav
Engine,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-e5iHkhPh58.wav
Singing,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-etr03BsiO0.wav
Bird,/media/lab70809/Data01/speech_donoiser_new/datasets/noise/-frMtc1T3OY.wav
